speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms
KCHI,annotated-13993_45847274-1,7218470,7219511,NA,1,NA,NA,NA,NA,FEM,7215851,7218011,1,NA,NA,NA,NA,NA,NA,NA,NA,122,KCHI,7212378,KCHI,7219511,NA,NA,NA
KCHI,annotated-13993_45847274-1,7243278,7243511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,7244492,7248545,1,NA,NA,123,KCHI,7243278,FEM,7248545,NA,NA,NA
KCHI,annotated-13993_45847274-1,7264492,7265049,NA,1,NA,NA,NA,NA,FEM,7262492,7264510,1,NA,NA,MAL,7264991,7265124,1,NA,NA,124,FEM,7262492,MAL,7265124,NA,NA,NA
KCHI,annotated-13993_45847274-1,7312115,7312493,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,7312407,7317780,2,7319307,7321177,125,KCHI,7312115,FEM,7324012,NA,NA,NA
KCHI,annotated-13993_45847274-1,7321150,7322171,NA,1,NA,NA,NA,NA,FEM,7319307,7321177,2,7312407,7317780,FEM,7322373,7324012,1,NA,NA,125,KCHI,7312115,FEM,7324012,NA,NA,NA
KCHI,annotated-13993_45847274-1,7326823,7327994,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,7328510,7330015,1,NA,NA,126,KCHI,7326823,FEM,7330015,NA,NA,NA
KCHI,annotated-13993_45847274-1,8526541,8527138,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,8526541,8527138
KCHI,annotated-13993_45847274-1,13861194,13862858,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,13863511,13864010,1,NA,NA,127,KCHI,13861194,FEM,13864010,NA,NA,NA
KCHI,annotated-13993_45847274-1,13868012,13870714,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,13871906,13873506,1,NA,NA,128,KCHI,13868012,KCHI,13874622,NA,NA,NA
KCHI,annotated-13993_45847274-1,13874318,13874622,NA,1,NA,NA,NA,NA,CHI,13871906,13873506,1,NA,NA,NA,NA,NA,NA,NA,NA,128,KCHI,13868012,KCHI,13874622,NA,NA,NA
KCHI,annotated-13993_45847274-1,13892005,13892599,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,13892960,13894511,1,NA,NA,129,SPEECH,13891947,SPEECH,13894511,NA,NA,NA
KCHI,annotated-13993_45847274-1,13893027,13893452,NA,2,NA,NA,13893755,13894444,SPEECH,13891947,13892776,1,NA,NA,NA,NA,NA,NA,NA,NA,129,SPEECH,13891947,SPEECH,13894511,NA,NA,NA
KCHI,annotated-13993_45847274-1,13893755,13894444,NA,2,13893027,13893452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,SPEECH,13891947,SPEECH,13894511,NA,NA,NA
KCHI,annotated-13993_45847274-1,14431525,14432782,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14431525,14432782
KCHI,annotated-13993_45847274-1,14560386,14562031,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,14560386,14562031
KCHI,annotated-13993_45847274-1,14582492,14585794,NA,1,NA,NA,NA,NA,SPEECH,14574992,14581492,2,14569158,14573517,FEM,14585493,14588492,3,14592270,14596992,130,SPEECH,14569158,FEM,14596992,NA,NA,NA
KCHI,annotated-13993_45847274-1,14618991,14621510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,14621914,14623991,2,14624778,14627993,131,KCHI,14618991,FEM,14627993,NA,NA,NA
KCHI,annotated-13993_45847274-1,14747992,14749222,NA,1,NA,NA,NA,NA,FEM,14746749,14748772,3,14727493,14729604,MAL,14749121,14750942,1,NA,NA,132,FEM,14727493,MAL,14750942,NA,NA,NA
KCHI,annotated-13993_45847274-1,14840756,14842492,NA,1,NA,NA,NA,NA,MAL,14839006,14840535,4,14834735,14834858,NA,NA,NA,NA,NA,NA,133,MAL,14834735,KCHI,14842492,NA,NA,NA
KCHI,annotated-13993_45847274-1,14851564,14851891,NA,1,NA,NA,NA,NA,SPEECH,14850623,14850765,4,14845012,14845125,SPEECH,14852600,14854007,1,NA,NA,134,SPEECH,14845012,SPEECH,14854007,NA,NA,NA
KCHI,annotated-13993_45847274-1,14859492,14860121,NA,1,NA,NA,NA,NA,CHI,14859342,14859496,1,NA,NA,MAL,14861122,14862156,1,NA,NA,135,FEM,14858709,KCHI,14869663,NA,NA,NA
KCHI,annotated-13993_45847274-1,14867493,14869663,NA,1,NA,NA,NA,NA,FEM,14858709,14865992,1,NA,NA,NA,NA,NA,NA,NA,NA,135,FEM,14858709,KCHI,14869663,NA,NA,NA
KCHI,annotated-13993_45847274-1,14894992,14896271,NA,1,NA,NA,NA,NA,SPEECH,14890510,14893011,4,14872530,14872665,CHI,14897993,14900960,1,NA,NA,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,14899834,14900011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,14901526,14902209,3,14903011,14903181,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,14901349,14904010,NA,1,NA,NA,NA,NA,CHI,14897993,14900960,1,NA,NA,CHI,14903511,14904453,1,NA,NA,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,14905991,14908510,NA,1,NA,NA,NA,NA,FEM,14904493,14905480,1,NA,NA,FEM,14908492,14909511,1,NA,NA,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,14912492,14914205,NA,1,NA,NA,NA,NA,SPEECH,14898011,14911012,2,14894511,14896715,SPEECH,14914911,14916885,1,NA,NA,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,14915011,14916229,NA,1,NA,NA,NA,NA,SPEECH,14912470,14914205,1,NA,NA,NA,NA,NA,NA,NA,NA,136,SPEECH,14872530,SPEECH,14916885,NA,NA,NA
KCHI,annotated-13993_45847274-1,15033713,15035095,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15035768,15038492,1,NA,NA,137,KCHI,15033713,SPEECH,15041781,NA,NA,NA
KCHI,annotated-13993_45847274-1,15035701,15038163,NA,1,NA,NA,NA,NA,SPEECH,15033745,15035135,1,NA,NA,SPEECH,15039511,15041781,1,NA,NA,137,KCHI,15033713,SPEECH,15041781,NA,NA,NA
KCHI,annotated-13993_45847274-1,15039749,15041620,NA,1,NA,NA,NA,NA,SPEECH,15035768,15038492,1,NA,NA,NA,NA,NA,NA,NA,NA,137,KCHI,15033713,SPEECH,15041781,NA,NA,NA
KCHI,annotated-13993_45847274-1,15085492,15086263,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,15086377,15086492,1,NA,NA,138,KCHI,15085492,CHI,15086492,NA,NA,NA
KCHI,annotated-13993_45847274-1,15512808,15514313,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15515012,15523492,3,15524212,15526387,139,KCHI,15512808,SPEECH,15526387,NA,NA,NA
KCHI,annotated-13993_45847274-1,15515012,15517953,NA,1,NA,NA,NA,NA,SPEECH,15512810,15514359,1,NA,NA,FEM,15517948,15523481,2,15524229,15526011,139,KCHI,15512808,SPEECH,15526387,NA,NA,NA
KCHI,annotated-13993_45847274-1,15542493,15545487,NA,1,NA,NA,NA,NA,FEM,15541492,15542511,1,NA,NA,FEM,15546315,15550512,1,NA,NA,140,FEM,15541492,FEM,15550512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15546274,15547381,NA,2,NA,NA,15548802,15548939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,FEM,15541492,FEM,15550512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15548802,15548939,NA,2,15546274,15547381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,FEM,15541492,FEM,15550512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15557862,15559016,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,15559545,15569192,1,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15569449,15570161,NA,1,NA,NA,NA,NA,SPEECH,15557493,15570011,1,NA,NA,SPEECH,15571992,15582741,1,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15574535,15575423,NA,2,NA,NA,15575900,15579120,MAL,15572211,15574012,1,NA,NA,NA,NA,NA,NA,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15575900,15579120,NA,2,15574535,15575423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15580013,15582271,NA,1,NA,NA,NA,NA,CHI,15578166,15579087,1,NA,NA,SPEECH,15582893,15584992,1,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15583328,15583525,NA,1,NA,NA,NA,NA,SPEECH,15571992,15582741,1,NA,NA,FEM,15583511,15584697,2,15586445,15586874,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15583641,15583995,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15585900,15595492,2,15596822,15601512,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15586047,15591012,NA,1,NA,NA,NA,NA,SPEECH,15582893,15584992,1,NA,NA,CHI,15590294,15592010,1,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15591931,15593688,NA,1,NA,NA,NA,NA,CHI,15590294,15592010,1,NA,NA,FEM,15593426,15595431,2,15596859,15598879,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15599010,15599781,NA,1,NA,NA,NA,NA,FEM,15596859,15598879,2,15593426,15595431,FEM,15600011,15601432,1,NA,NA,141,SPEECH,15557493,SPEECH,15601512,NA,NA,NA
KCHI,annotated-13993_45847274-1,15643331,15644492,NA,1,NA,NA,NA,NA,FEM,15638618,15642936,2,15635249,15637556,NA,NA,NA,NA,NA,NA,142,FEM,15635249,KCHI,15644492,NA,NA,NA
KCHI,annotated-13993_45847274-1,15695188,15695880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15695195,15695993,2,15697225,15699012,143,KCHI,15695188,SPEECH,15699012,NA,NA,NA
KCHI,annotated-13993_45847274-1,15708396,15709319,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15708401,15712520,1,NA,NA,144,KCHI,15708396,KCHI,15712554,NA,NA,NA
KCHI,annotated-13993_45847274-1,15711695,15712554,NA,1,NA,NA,NA,NA,SPEECH,15708401,15712520,1,NA,NA,NA,NA,NA,NA,NA,NA,144,KCHI,15708396,KCHI,15712554,NA,NA,NA
KCHI,annotated-13993_45847274-1,15715620,15716006,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,15715620,15716006
KCHI,annotated-13993_45847274-1,15832069,15832511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,15834450,15837010,1,NA,NA,145,KCHI,15832069,MAL,15837010,NA,NA,NA
KCHI,annotated-13993_45847274-1,15868312,15868511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,15868862,15868973,1,NA,NA,146,KCHI,15868312,MAL,15868973,NA,NA,NA
KCHI,annotated-13993_45847274-1,15877223,15878992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,15879012,15881493,1,NA,NA,147,KCHI,15877223,FEM,15881493,NA,NA,NA
KCHI,annotated-13993_45847274-1,15919511,15921187,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,15922187,15927619,1,NA,NA,148,SPEECH,15919492,SPEECH,15927619,NA,NA,NA
KCHI,annotated-13993_45847274-1,15922492,15925950,NA,1,NA,NA,NA,NA,SPEECH,15919492,15921492,1,NA,NA,FEM,15925511,15927556,1,NA,NA,148,SPEECH,15919492,SPEECH,15927619,NA,NA,NA
KCHI,annotated-13993_45847274-1,15947992,15949730,NA,1,NA,NA,NA,NA,FEM,15946463,15948095,2,15943503,15945391,FEM,15949740,15951237,4,15959012,15961415,149,FEM,15943503,FEM,15961415,NA,NA,NA
KCHI,annotated-13993_45847274-1,16031753,16032909,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16033189,16036314,1,NA,NA,150,KCHI,16031753,FEM,16036314,NA,NA,NA
KCHI,annotated-13993_45847274-1,16081534,16081667,NA,1,NA,NA,NA,NA,SPEECH,16076492,16081310,1,NA,NA,NA,NA,NA,NA,NA,NA,151,FEM,16076485,KCHI,16082806,NA,NA,NA
KCHI,annotated-13993_45847274-1,16082067,16082806,NA,1,NA,NA,NA,NA,FEM,16076485,16080856,1,NA,NA,NA,NA,NA,NA,NA,NA,151,FEM,16076485,KCHI,16082806,NA,NA,NA
KCHI,annotated-13993_45847274-1,16133293,16134731,NA,1,NA,NA,NA,NA,FEM,16130698,16132689,1,NA,NA,NA,NA,NA,NA,NA,NA,152,FEM,16130698,KCHI,16134731,NA,NA,NA
KCHI,annotated-13993_45847274-1,16140492,16141965,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,16140492,16141965
KCHI,annotated-13993_45847274-1,16195511,16197492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16197997,16198125,3,16202886,16206992,153,KCHI,16195511,SPEECH,16206992,NA,NA,NA
KCHI,annotated-13993_45847274-1,16216511,16217793,NA,1,NA,NA,NA,NA,SPEECH,16212511,16216215,1,NA,NA,MAL,16217592,16219011,1,NA,NA,154,SPEECH,16212511,KCHI,16231195,NA,NA,NA
KCHI,annotated-13993_45847274-1,16221085,16222238,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,16222607,16223910,1,NA,NA,154,SPEECH,16212511,KCHI,16231195,NA,NA,NA
KCHI,annotated-13993_45847274-1,16222383,16223367,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,SPEECH,16212511,KCHI,16231195,NA,NA,NA
KCHI,annotated-13993_45847274-1,16224530,16227493,NA,1,NA,NA,NA,NA,CHI,16222607,16223910,1,NA,NA,NA,NA,NA,NA,NA,NA,154,SPEECH,16212511,KCHI,16231195,NA,NA,NA
KCHI,annotated-13993_45847274-1,16230491,16231195,NA,1,NA,NA,NA,NA,SPEECH,16221011,16228532,2,16216475,16219015,NA,NA,NA,NA,NA,NA,154,SPEECH,16212511,KCHI,16231195,NA,NA,NA
KCHI,annotated-13993_45847274-1,16238640,16238991,NA,1,NA,NA,NA,NA,FEM,16236992,16238268,2,16233492,16235259,CHI,16238651,16239562,1,NA,NA,155,FEM,16233492,CHI,16239562,NA,NA,NA
KCHI,annotated-13993_45847274-1,16242461,16243018,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16243511,16253614,1,NA,NA,156,KCHI,16242461,SPEECH,16253614,NA,NA,NA
KCHI,annotated-13993_45847274-1,16245372,16246531,NA,1,NA,NA,NA,NA,FEM,16243991,16245392,1,NA,NA,MAL,16246923,16247029,1,NA,NA,156,KCHI,16242461,SPEECH,16253614,NA,NA,NA
KCHI,annotated-13993_45847274-1,16247032,16248758,NA,1,NA,NA,NA,NA,MAL,16246923,16247029,1,NA,NA,FEM,16248511,16250045,1,NA,NA,156,KCHI,16242461,SPEECH,16253614,NA,NA,NA
KCHI,annotated-13993_45847274-1,16249238,16249417,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,KCHI,16242461,SPEECH,16253614,NA,NA,NA
KCHI,annotated-13993_45847274-1,16249864,16252360,NA,1,NA,NA,NA,NA,FEM,16248511,16250045,1,NA,NA,FEM,16251828,16253510,1,NA,NA,156,KCHI,16242461,SPEECH,16253614,NA,NA,NA
KCHI,annotated-13993_45847274-1,16285975,16288493,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,KCHI,16285975,KCHI,16302011,NA,NA,NA
KCHI,annotated-13993_45847274-1,16290511,16292740,NA,2,NA,NA,16293170,16302011,SPEECH,16285982,16288512,1,NA,NA,NA,NA,NA,NA,NA,NA,157,KCHI,16285975,KCHI,16302011,NA,NA,NA
KCHI,annotated-13993_45847274-1,16293170,16302011,NA,2,16290511,16292740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,KCHI,16285975,KCHI,16302011,NA,NA,NA
KCHI,annotated-13993_45847274-1,16304993,16306269,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,16304993,16306269
KCHI,annotated-13993_45847274-1,16324492,16326492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,16324492,16326492
KCHI,annotated-13993_45847274-1,16359297,16360045,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,16359297,16360045
KCHI,annotated-13993_45847274-1,16364503,16368492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,16364503,16368492
KCHI,annotated-13993_45847274-1,16388991,16389870,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16389491,16391011,1,NA,NA,158,KCHI,16388991,FEM,16391011,NA,NA,NA
KCHI,annotated-13993_45847274-1,16394492,16395510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,16394492,16395510
KCHI,annotated-13993_45847274-1,16470159,16471992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,16470159,16471992
KCHI,annotated-13993_45847274-1,16511458,16514492,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16514094,16515512,1,NA,NA,159,KCHI,16511458,FEM,16515512,NA,NA,NA
KCHI,annotated-13993_45847274-1,16520925,16528951,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16529009,16530784,1,NA,NA,160,KCHI,16520925,FEM,16537446,NA,NA,NA
KCHI,annotated-13993_45847274-1,16532010,16532364,NA,1,NA,NA,NA,NA,CHI,16531760,16532347,1,NA,NA,FEM,16534270,16537446,1,NA,NA,160,KCHI,16520925,FEM,16537446,NA,NA,NA
KCHI,annotated-13993_45847274-1,16533057,16534179,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,16534587,16535750,3,16536916,16537032,160,KCHI,16520925,FEM,16537446,NA,NA,NA
KCHI,annotated-13993_45847274-1,16540491,16541652,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16542742,16547303,1,NA,NA,161,KCHI,16540491,SPEECH,16547303,NA,NA,NA
KCHI,annotated-13993_45847274-1,16542824,16543936,NA,1,NA,NA,NA,NA,SPEECH,16540491,16541667,1,NA,NA,FEM,16544030,16547154,1,NA,NA,161,KCHI,16540491,SPEECH,16547303,NA,NA,NA
KCHI,annotated-13993_45847274-1,16560016,16561007,NA,1,NA,NA,NA,NA,FEM,16557752,16559391,1,NA,NA,FEM,16561009,16564509,1,NA,NA,162,FEM,16557752,FEM,16564509,NA,NA,NA
KCHI,annotated-13993_45847274-1,16577991,16578906,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16580011,16581498,1,NA,NA,163,KCHI,16577991,SPEECH,16581498,NA,NA,NA
KCHI,annotated-13993_45847274-1,16597491,16601153,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,16597491,16601153
KCHI,annotated-13993_45847274-1,16619772,16622511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,16619772,16622511
KCHI,annotated-13993_45847274-1,16625272,16627591,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,16625272,16627591
KCHI,annotated-13993_45847274-1,16653491,16654510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,16653491,16654510
KCHI,annotated-13993_45847274-1,16664793,16667512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16669492,16671492,1,NA,NA,164,KCHI,16664793,FEM,16671492,NA,NA,NA
KCHI,annotated-13993_45847274-1,16706127,16707426,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16707644,16710012,1,NA,NA,165,KCHI,16706127,KCHI,16712010,NA,NA,NA
KCHI,annotated-13993_45847274-1,16710419,16712010,NA,1,NA,NA,NA,NA,FEM,16707644,16710012,1,NA,NA,NA,NA,NA,NA,NA,NA,165,KCHI,16706127,KCHI,16712010,NA,NA,NA
KCHI,annotated-13993_45847274-1,16738011,16738762,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,16738011,16738762
KCHI,annotated-13993_45847274-1,16777493,16778992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,16777493,16778992
KCHI,annotated-13993_45847274-1,16813513,16820109,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16820315,16823511,1,NA,NA,166,KCHI,16813513,FEM,16823511,NA,NA,NA
KCHI,annotated-13993_45847274-1,16852492,16853992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,16852492,16853992
KCHI,annotated-13993_45847274-1,16856993,16857671,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16856993,16857751,1,NA,NA,167,KCHI,16856993,SPEECH,16857751,NA,NA,NA
KCHI,annotated-13993_45847274-1,16866262,16867244,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,16866262,16867244
KCHI,annotated-13993_45847274-1,16873861,16875084,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,16876753,16879031,2,16880493,16882108,168,KCHI,16873861,SPEECH,16884519,NA,NA,NA
KCHI,annotated-13993_45847274-1,16883517,16884511,NA,1,NA,NA,NA,NA,SPEECH,16880493,16882108,2,16876753,16879031,SPEECH,16883525,16884519,1,NA,NA,168,KCHI,16873861,SPEECH,16884519,NA,NA,NA
KCHI,annotated-13993_45847274-1,16942103,16945637,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,16942103,16945637
KCHI,annotated-13993_45847274-1,16949505,16953275,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,KCHI,16949505,KCHI,16954613,NA,NA,NA
KCHI,annotated-13993_45847274-1,16953712,16954613,NA,1,NA,NA,NA,NA,CHI,16951493,16952192,1,NA,NA,NA,NA,NA,NA,NA,NA,169,KCHI,16949505,KCHI,16954613,NA,NA,NA
KCHI,annotated-13993_45847274-1,16996770,16997890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,16998888,17000218,1,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,16998012,16998910,NA,1,NA,NA,NA,NA,CHI,16997234,16997389,1,NA,NA,NA,NA,NA,NA,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,17000177,17004492,NA,1,NA,NA,NA,NA,FEM,16998888,17000218,1,NA,NA,SPEECH,17004762,17014511,1,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,17005012,17005181,NA,3,NA,NA,17012012,17014337,SPEECH,16996638,17004492,1,NA,NA,NA,NA,NA,NA,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,17005371,17010992,NA,3,17005012,17005181,17012012,17014337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,17012012,17014337,NA,3,17005012,17005181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,SPEECH,16996638,SPEECH,17014511,NA,NA,NA
KCHI,annotated-13993_45847274-1,17032032,17032992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,17032596,17036492,1,NA,NA,171,SPEECH,17031992,FEM,17043659,NA,NA,NA
KCHI,annotated-13993_45847274-1,17037543,17040206,NA,1,NA,NA,NA,NA,SPEECH,17031992,17036511,1,NA,NA,MAL,17039857,17040512,1,NA,NA,171,SPEECH,17031992,FEM,17043659,NA,NA,NA
KCHI,annotated-13993_45847274-1,17041332,17042010,NA,1,NA,NA,NA,NA,MAL,17039857,17040512,1,NA,NA,FEM,17042587,17043659,1,NA,NA,171,SPEECH,17031992,FEM,17043659,NA,NA,NA
KCHI,annotated-13993_45847274-1,17055993,17056516,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,17055993,17056636,1,NA,NA,172,KCHI,17055993,SPEECH,17056636,NA,NA,NA
KCHI,annotated-13993_45847274-1,17067851,17069047,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,17067851,17069047
KCHI,annotated-13993_45847274-1,17073664,17075424,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,17075310,17076825,1,NA,NA,173,KCHI,17073664,KCHI,17079129,NA,NA,NA
