speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms
CH,annotated-0_51968990-1,509920,510670,NA,1,NA,NA,NA,NA,FA,508240,508840,1,NA,NA,CX,511690,512290,1,NA,NA,11,FA,508240,CH,518510,NA,NA,NA
CH,annotated-0_51968990-1,513180,513980,NA,1,NA,NA,NA,NA,CX,511690,512290,1,NA,NA,FA,514780,517710,1,NA,NA,11,FA,508240,CH,518510,NA,NA,NA
CH,annotated-0_51968990-1,517710,518510,NA,1,NA,NA,NA,NA,FA,514780,517710,1,NA,NA,NA,NA,NA,NA,NA,NA,11,FA,508240,CH,518510,NA,NA,NA
CH,annotated-0_51968990-1,534820,539960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,534820,539960
CH,annotated-0_51968990-1,541980,542680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,542680,543740,1,NA,NA,12,CH,541980,FA,543740,NA,NA,NA
CH,annotated-0_51968990-1,552210,553640,NA,3,NA,NA,557190,560020,MA,550240,551410,1,NA,NA,NA,NA,NA,NA,NA,NA,13,MA,550240,CH,560020,NA,NA,NA
CH,annotated-0_51968990-1,555380,555980,NA,3,552210,553640,557190,560020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,MA,550240,CH,560020,NA,NA,NA
CH,annotated-0_51968990-1,557190,560020,NA,3,552210,553640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,MA,550240,CH,560020,NA,NA,NA
CH,annotated-0_51968990-1,565450,566050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,565450,566050
CH,annotated-0_51968990-1,569080,569680,NA,2,NA,NA,570480,572860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,CH,569080,CH,575410,NA,NA,NA
CH,annotated-0_51968990-1,570480,572860,NA,2,569080,569680,NA,NA,NA,NA,NA,NA,NA,NA,FA,572860,573870,1,NA,NA,14,CH,569080,CH,575410,NA,NA,NA
CH,annotated-0_51968990-1,574800,575410,NA,1,NA,NA,NA,NA,FA,572860,573870,1,NA,NA,NA,NA,NA,NA,NA,NA,14,CH,569080,CH,575410,NA,NA,NA
CH,annotated-0_51968990-1,591470,592200,NA,1,NA,NA,NA,NA,FA,590460,591470,1,NA,NA,CX,593080,594460,5,599000,599800,15,FA,590460,CX,599800,NA,NA,NA
CH,annotated-0_51968990-1,610500,612930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,614450,616410,1,NA,NA,16,CH,610500,CH,620470,NA,NA,NA
CH,annotated-0_51968990-1,613830,614450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,616410,618180,1,NA,NA,16,CH,610500,CH,620470,NA,NA,NA
CH,annotated-0_51968990-1,619530,620470,NA,1,NA,NA,NA,NA,FA,616410,618180,1,NA,NA,NA,NA,NA,NA,NA,NA,16,CH,610500,CH,620470,NA,NA,NA
CH,annotated-0_51968990-1,706160,707260,NA,1,NA,NA,NA,NA,CX,705360,706160,1,NA,NA,CX,708410,710190,1,NA,NA,17,CX,705360,CH,712360,NA,NA,NA
CH,annotated-0_51968990-1,710190,710940,NA,2,NA,NA,711740,712360,CX,708410,710190,1,NA,NA,NA,NA,NA,NA,NA,NA,17,CX,705360,CH,712360,NA,NA,NA
CH,annotated-0_51968990-1,711740,712360,NA,2,710190,710940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,CX,705360,CH,712360,NA,NA,NA
CH,annotated-0_51968990-1,729760,730890,NA,1,NA,NA,NA,NA,CX,728540,729760,1,NA,NA,CX,730890,732120,1,NA,NA,18,CX,728540,CH,737170,NA,NA,NA
CH,annotated-0_51968990-1,736570,737170,NA,1,NA,NA,NA,NA,FA,733620,734690,1,NA,NA,NA,NA,NA,NA,NA,NA,18,CX,728540,CH,737170,NA,NA,NA
CH,annotated-0_51968990-1,763200,764000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,763200,764000
CH,annotated-0_51968990-1,766170,768390,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,769840,770840,1,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,768390,769840,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,770840,771720,1,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,771720,772350,NA,1,NA,NA,NA,NA,CX,770840,771720,1,NA,NA,NA,NA,NA,NA,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,772350,773210,NA,3,NA,NA,775540,778160,MA,769840,770840,1,NA,NA,NA,NA,NA,NA,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,773210,774200,NA,3,772350,773210,775540,778160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,775540,778160,NA,3,772350,773210,NA,NA,NA,NA,NA,NA,NA,NA,FA,779270,780410,1,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,781210,781880,NA,2,NA,NA,781880,782680,FA,779270,780410,1,NA,NA,NA,NA,NA,NA,NA,NA,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,781880,782680,NA,2,781210,781880,NA,NA,NA,NA,NA,NA,NA,NA,CX,784500,787460,2,788880,789880,19,CH,766170,CX,789880,NA,NA,NA
CH,annotated-0_51968990-1,807800,808540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,809910,810970,1,NA,NA,20,CH,807800,CX,810970,NA,NA,NA
CH,annotated-0_51968990-1,833020,833840,NA,4,NA,NA,838170,838810,CX,830730,831690,1,NA,NA,NA,NA,NA,NA,NA,NA,21,CX,830730,CH,838810,NA,NA,NA
CH,annotated-0_51968990-1,834710,835370,NA,4,833020,833840,838170,838810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,CX,830730,CH,838810,NA,NA,NA
CH,annotated-0_51968990-1,836490,837130,NA,4,833020,833840,838170,838810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,CX,830730,CH,838810,NA,NA,NA
CH,annotated-0_51968990-1,838170,838810,NA,4,833020,833840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,CX,830730,CH,838810,NA,NA,NA
CH,annotated-0_51968990-1,842230,843150,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,843980,844880,1,NA,NA,22,CH,842230,CX,844880,NA,NA,NA
CH,annotated-0_51968990-1,855810,856530,NA,2,NA,NA,858250,861330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,CH,855810,CH,867530,NA,NA,NA
CH,annotated-0_51968990-1,858250,861330,NA,2,855810,856530,NA,NA,NA,NA,NA,NA,NA,NA,CX,862130,863680,1,NA,NA,23,CH,855810,CH,867530,NA,NA,NA
CH,annotated-0_51968990-1,865640,867530,NA,1,NA,NA,NA,NA,CX,862130,863680,1,NA,NA,NA,NA,NA,NA,NA,NA,23,CH,855810,CH,867530,NA,NA,NA
CH,annotated-0_51968990-1,870310,872030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,870310,872030
CH,annotated-0_51968990-1,878780,879880,NA,1,NA,NA,NA,NA,FA,876140,877150,1,NA,NA,FA,880680,881750,1,NA,NA,24,FA,876140,FA,881750,NA,NA,NA
CH,annotated-0_51968990-1,905320,907190,NA,2,NA,NA,907190,908300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,905320,908300
CH,annotated-0_51968990-1,907190,908300,NA,2,905320,907190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,905320,908300
CH,annotated-0_51968990-1,911150,911750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,911150,911750
CH,annotated-0_51968990-1,937710,938430,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,939380,940180,1,NA,NA,25,CH,937710,CX,940180,NA,NA,NA
CH,annotated-0_51968990-1,954890,958030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,954890,958030
CH,annotated-0_51968990-1,986230,986830,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,986230,986830
CH,annotated-0_51968990-1,1061410,1062770,NA,1,NA,NA,NA,NA,FA,1060040,1061410,1,NA,NA,FA,1063640,1065510,1,NA,NA,26,FA,1060040,FA,1065510,NA,NA,NA
CH,annotated-0_51968990-1,1127440,1128040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1127440,1128040
CH,annotated-0_51968990-1,1142610,1143220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1142610,1143220
CH,annotated-0_51968990-1,1221200,1222440,NA,1,NA,NA,NA,NA,FA,1220370,1221200,2,1219260,1220370,FA,1222440,1223090,2,1223090,1224090,27,FA,1219260,FA,1224090,NA,NA,NA
CH,annotated-0_51968990-1,1227890,1228490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,1228490,1229340,1,NA,NA,28,CH,1227890,CH,1229940,NA,NA,NA
CH,annotated-0_51968990-1,1229340,1229940,NA,1,NA,NA,NA,NA,FA,1228490,1229340,1,NA,NA,NA,NA,NA,NA,NA,NA,28,CH,1227890,CH,1229940,NA,NA,NA
CH,annotated-0_51968990-1,1236290,1236890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1236290,1236890
CH,annotated-0_51968990-1,1260600,1261400,NA,1,NA,NA,NA,NA,FA,1257980,1259500,3,1252800,1253800,CX,1261400,1262650,2,1263700,1264500,29,FA,1252800,CX,1264500,NA,NA,NA
CH,annotated-0_51968990-1,1272740,1273340,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1272740,1273340
CH,annotated-0_51968990-1,1327400,1328000,NA,2,NA,NA,1329950,1331250,FA,1325200,1326380,2,1324200,1325200,NA,NA,NA,NA,NA,NA,30,FA,1324200,CX,1334720,NA,NA,NA
CH,annotated-0_51968990-1,1329950,1331250,NA,2,1327400,1328000,NA,NA,NA,NA,NA,NA,NA,NA,CX,1331250,1332410,2,1333310,1334720,30,FA,1324200,CX,1334720,NA,NA,NA
CH,annotated-0_51968990-1,1353550,1354270,NA,1,NA,NA,NA,NA,CX,1352730,1353550,1,NA,NA,FA,1355290,1356350,1,NA,NA,31,CX,1352730,FA,1356350,NA,NA,NA
CH,annotated-0_51968990-1,1377410,1378010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1378960,1380640,2,1381440,1382260,32,CH,1377410,CX,1382260,NA,NA,NA
CH,annotated-0_51968990-1,1397170,1397920,NA,1,NA,NA,NA,NA,FA,1394670,1396280,1,NA,NA,FA,1398720,1400190,1,NA,NA,33,FA,1394670,FA,1400190,NA,NA,NA
CH,annotated-0_51968990-1,1413060,1413770,NA,1,NA,NA,NA,NA,CX,1412260,1413060,1,NA,NA,FA,1413770,1414770,1,NA,NA,34,CX,1412260,FA,1414770,NA,NA,NA
CH,annotated-0_51968990-1,1454770,1455380,NA,1,NA,NA,NA,NA,CX,1453820,1454770,2,1451670,1452690,NA,NA,NA,NA,NA,NA,35,CX,1451670,CH,1455380,NA,NA,NA
CH,annotated-0_51968990-1,1457630,1459040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,1460070,1461390,1,NA,NA,36,CH,1457630,FA,1467080,NA,NA,NA
CH,annotated-0_51968990-1,1462520,1463120,NA,1,NA,NA,NA,NA,CX,1461390,1462520,1,NA,NA,FA,1463120,1464130,2,1465870,1467080,36,CH,1457630,FA,1467080,NA,NA,NA
CH,annotated-0_51968990-1,1486240,1486850,NA,1,NA,NA,NA,NA,FA,1483690,1485200,7,1470700,1472490,CX,1487700,1488500,1,NA,NA,37,FA,1470700,CX,1488500,NA,NA,NA
CH,annotated-0_51968990-1,1492560,1493410,NA,2,NA,NA,1495010,1495810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,CH,1492560,CX,1500420,NA,NA,NA
CH,annotated-0_51968990-1,1495010,1495810,NA,2,1492560,1493410,NA,NA,NA,NA,NA,NA,NA,NA,CX,1497060,1498630,2,1499810,1500420,38,CH,1492560,CX,1500420,NA,NA,NA
CH,annotated-0_51968990-1,1510820,1511730,NA,1,NA,NA,NA,NA,FA,1509740,1510820,2,1506560,1508080,CX,1511730,1512950,1,NA,NA,39,FA,1506560,FA,1526620,NA,NA,NA
CH,annotated-0_51968990-1,1512950,1514190,NA,1,NA,NA,NA,NA,CX,1511730,1512950,1,NA,NA,FA,1515240,1516370,3,1520290,1521290,39,FA,1506560,FA,1526620,NA,NA,NA
CH,annotated-0_51968990-1,1521290,1521900,NA,1,NA,NA,NA,NA,FA,1520290,1521290,3,1515240,1516370,FA,1522700,1523700,2,1525170,1526620,39,FA,1506560,FA,1526620,NA,NA,NA
CH,annotated-0_51968990-1,1538810,1540410,NA,1,NA,NA,NA,NA,FA,1535520,1537050,1,NA,NA,CX,1541270,1542130,1,NA,NA,40,FA,1535520,CX,1542130,NA,NA,NA
CH,annotated-0_51968990-1,1545680,1546280,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1546280,1547080,1,NA,NA,41,CH,1545680,FA,1549370,NA,NA,NA
CH,annotated-0_51968990-1,1547080,1548370,NA,1,NA,NA,NA,NA,CX,1546280,1547080,1,NA,NA,FA,1548370,1549370,1,NA,NA,41,CH,1545680,FA,1549370,NA,NA,NA
CH,annotated-0_51968990-1,1565410,1566410,NA,1,NA,NA,NA,NA,FA,1564610,1565410,3,1559000,1562270,CX,1566410,1567210,1,NA,NA,42,FA,1559000,CX,1567210,NA,NA,NA
CH,annotated-0_51968990-1,1619810,1620430,NA,1,NA,NA,NA,NA,CX,1617930,1618730,1,NA,NA,NA,NA,NA,NA,NA,NA,43,CX,1617930,CH,1620430,NA,NA,NA
CH,annotated-0_51968990-1,1652460,1653450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1652460,1653450
CH,annotated-0_51968990-1,1657650,1658540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1657650,1658540
CH,annotated-0_51968990-1,1666760,1668240,NA,2,NA,NA,1669850,1670860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1666760,1670860
CH,annotated-0_51968990-1,1669850,1670860,NA,2,1666760,1668240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1666760,1670860
CH,annotated-0_51968990-1,1691870,1692940,NA,1,NA,NA,NA,NA,CX,1690420,1691050,1,NA,NA,FA,1692940,1693980,1,NA,NA,44,CX,1690420,FA,1693980,NA,NA,NA
CH,annotated-0_51968990-1,1715380,1717470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1715380,1717470
CH,annotated-0_51968990-1,1722900,1723760,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1723760,1724560,1,NA,NA,45,CH,1722900,CH,1726130,NA,NA,NA
CH,annotated-0_51968990-1,1725530,1726130,NA,1,NA,NA,NA,NA,CX,1723760,1724560,1,NA,NA,NA,NA,NA,NA,NA,NA,45,CH,1722900,CH,1726130,NA,NA,NA
CH,annotated-0_51968990-1,1740040,1740640,NA,1,NA,NA,NA,NA,CX,1738420,1739020,1,NA,NA,NA,NA,NA,NA,NA,NA,46,CX,1738420,CH,1740640,NA,NA,NA
CH,annotated-0_51968990-1,1744000,1745050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1744000,1745050
CH,annotated-0_51968990-1,1747200,1748410,NA,3,NA,NA,1753710,1754310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1747200,1754310
CH,annotated-0_51968990-1,1749630,1752120,NA,3,1747200,1748410,1753710,1754310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1747200,1754310
CH,annotated-0_51968990-1,1753710,1754310,NA,3,1747200,1748410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1747200,1754310
CH,annotated-0_51968990-1,1760110,1760850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1760110,1760850
CH,annotated-0_51968990-1,1768040,1768720,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1768720,1769530,1,NA,NA,47,CH,1768040,CX,1769530,NA,NA,NA
CH,annotated-0_51968990-1,1780910,1781510,NA,1,NA,NA,NA,NA,CX,1779270,1780910,2,1777600,1778460,FA,1781510,1782590,1,NA,NA,48,CX,1777600,CX,1792700,NA,NA,NA
CH,annotated-0_51968990-1,1783410,1784190,NA,1,NA,NA,NA,NA,CX,1782590,1783410,1,NA,NA,FA,1785660,1787430,1,NA,NA,48,CX,1777600,CX,1792700,NA,NA,NA
CH,annotated-0_51968990-1,1790540,1791140,NA,1,NA,NA,NA,NA,CX,1789740,1790540,2,1788470,1789740,CX,1792100,1792700,1,NA,NA,48,CX,1777600,CX,1792700,NA,NA,NA
CH,annotated-0_51968990-1,1797220,1799780,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1801110,1802260,1,NA,NA,49,CH,1797220,CX,1802260,NA,NA,NA
CH,annotated-0_51968990-1,1816290,1816890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1816290,1816890
CH,annotated-0_51968990-1,1831990,1833100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1834080,1835000,2,1836600,1837400,50,CH,1831990,CX,1837400,NA,NA,NA
CH,annotated-0_51968990-1,1850880,1852120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1852120,1852950,1,NA,NA,51,CH,1850880,CX,1852950,NA,NA,NA
CH,annotated-0_51968990-1,1883690,1884290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1885860,1886660,1,NA,NA,52,CH,1883690,CX,1886660,NA,NA,NA
CH,annotated-0_51968990-1,1917160,1917760,NA,1,NA,NA,NA,NA,CX,1915560,1916360,1,NA,NA,NA,NA,NA,NA,NA,NA,53,CX,1915560,CH,1917760,NA,NA,NA
CH,annotated-0_51968990-1,1919770,1921620,NA,2,NA,NA,1923000,1923770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1919770,1923770
CH,annotated-0_51968990-1,1923000,1923770,NA,2,1919770,1921620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1919770,1923770
CH,annotated-0_51968990-1,1926730,1927330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,1929130,1929800,2,1929800,1930630,54,CH,1926730,CH,1934780,NA,NA,NA
CH,annotated-0_51968990-1,1930630,1931230,NA,1,NA,NA,NA,NA,CX,1929800,1930630,2,1929130,1929800,CX,1932030,1932920,2,1932920,1934150,54,CH,1926730,CH,1934780,NA,NA,NA
CH,annotated-0_51968990-1,1934150,1934780,NA,1,NA,NA,NA,NA,CX,1932920,1934150,2,1932030,1932920,NA,NA,NA,NA,NA,NA,54,CH,1926730,CH,1934780,NA,NA,NA
CH,annotated-0_51968990-1,1940490,1941310,NA,2,NA,NA,1942630,1944350,FA,1937740,1938860,1,NA,NA,NA,NA,NA,NA,NA,NA,55,FA,1937740,CH,1944350,NA,NA,NA
CH,annotated-0_51968990-1,1942630,1944350,NA,2,1940490,1941310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,FA,1937740,CH,1944350,NA,NA,NA
CH,annotated-0_51968990-1,1947420,1948190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1947420,1948190
CH,annotated-0_51968990-1,2022850,2023450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,2023450,2024400,3,2027360,2028160,56,CH,2022850,CX,2028160,NA,NA,NA
CH,annotated-0_51968990-1,2033310,2034090,NA,1,NA,NA,NA,NA,CX,2031050,2031710,1,NA,NA,NA,NA,NA,NA,NA,NA,57,CX,2031050,CH,2034090,NA,NA,NA
CH,annotated-0_51968990-1,2077220,2077820,NA,2,NA,NA,2078660,2079410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2077220,2079410
CH,annotated-0_51968990-1,2078660,2079410,NA,2,2077220,2077820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2077220,2079410
