speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms
CH,annotated-0_51968990-1,5488940,5489560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,FA,5483060,FA,5498470,NA,NA,NA
CH,annotated-0_51968990-1,5501700,5503020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,5501700,5503020
CH,annotated-0_51968990-1,5547950,5549140,NA,1,NA,NA,NA,NA,CX,5546490,5547130,2,5542350,5544690,FA,5550740,5552220,4,5558670,5559670,146,CX,5542350,FA,5559670,NA,NA,NA
CH,annotated-0_51968990-1,5565550,5566610,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,5566610,5567400,1,NA,NA,147,CH,5565550,CX,5567400,NA,NA,NA
CH,annotated-0_51968990-1,5572350,5573700,NA,1,NA,NA,NA,NA,MA,5571350,5572350,1,NA,NA,MA,5573700,5576660,1,NA,NA,148,MA,5571350,MA,5576660,NA,NA,NA
CH,annotated-0_51968990-1,5590550,5591150,NA,1,NA,NA,NA,NA,MA,5589550,5590550,1,NA,NA,FA,5591150,5592150,1,NA,NA,149,MA,5589550,CH,5593000,NA,NA,NA
CH,annotated-0_51968990-1,5592150,5593000,NA,1,NA,NA,NA,NA,FA,5591150,5592150,1,NA,NA,NA,NA,NA,NA,NA,NA,149,MA,5589550,CH,5593000,NA,NA,NA
CH,annotated-0_51968990-1,5599260,5599940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,5599940,5600740,1,NA,NA,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5600740,5604010,NA,1,NA,NA,NA,NA,CX,5599940,5600740,1,NA,NA,MA,5605040,5606040,1,NA,NA,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5604010,5605040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,5606040,5606840,1,NA,NA,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5606840,5607640,NA,1,NA,NA,NA,NA,FA,5606040,5606840,1,NA,NA,NA,NA,NA,NA,NA,NA,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5607640,5609050,NA,1,NA,NA,NA,NA,MA,5605040,5606040,1,NA,NA,FA,5610110,5611130,1,NA,NA,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5611970,5615590,NA,1,NA,NA,NA,NA,FA,5610110,5611130,1,NA,NA,MA,5615590,5616680,2,5617490,5620400,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5620400,5621000,NA,1,NA,NA,NA,NA,MA,5617490,5620400,2,5615590,5616680,MA,5621000,5622000,2,5622810,5624070,150,CH,5599260,MA,5624070,NA,NA,NA
CH,annotated-0_51968990-1,5658840,5659440,NA,1,NA,NA,NA,NA,FA,5657780,5658840,1,NA,NA,MA,5659440,5660240,4,5666770,5670870,151,FA,5657780,MA,5675120,NA,NA,NA
CH,annotated-0_51968990-1,5670870,5671990,NA,1,NA,NA,NA,NA,MA,5666770,5670870,4,5659440,5660240,MA,5671990,5673010,2,5674120,5675120,151,FA,5657780,MA,5675120,NA,NA,NA
CH,annotated-0_51968990-1,5682720,5683650,NA,1,NA,NA,NA,NA,MA,5679500,5681920,1,NA,NA,MA,5683650,5684680,1,NA,NA,152,MA,5679500,MA,5684680,NA,NA,NA
CH,annotated-0_51968990-1,5696280,5696880,NA,1,NA,NA,NA,NA,FA,5693370,5694450,1,NA,NA,MA,5698470,5699470,1,NA,NA,153,FA,5693370,MA,5699470,NA,NA,NA
CH,annotated-0_51968990-1,5703480,5704170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,5704170,5704980,1,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5704980,5707790,NA,1,NA,NA,NA,NA,CX,5704170,5704980,1,NA,NA,CX,5707790,5708970,2,5709770,5710490,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5710490,5711490,NA,5,NA,NA,5718590,5720510,CX,5709770,5710490,2,5707790,5708970,NA,NA,NA,NA,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5712290,5713630,NA,5,5710490,5711490,5718590,5720510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5714430,5715400,NA,5,5710490,5711490,5718590,5720510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5716680,5718590,NA,5,5710490,5711490,5718590,5720510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5718590,5720510,NA,5,5710490,5711490,NA,NA,NA,NA,NA,NA,NA,NA,MA,5722060,5723060,1,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5720510,5721250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5723060,5723660,NA,1,NA,NA,NA,NA,MA,5722060,5723060,1,NA,NA,MA,5724470,5725570,2,5726410,5728900,154,CH,5703480,MA,5728900,NA,NA,NA
CH,annotated-0_51968990-1,5731870,5732670,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,5733500,5734500,2,5735300,5738140,155,CH,5731870,FA,5741210,NA,NA,NA
CH,annotated-0_51968990-1,5738140,5738810,NA,1,NA,NA,NA,NA,MA,5735300,5738140,2,5733500,5734500,FA,5740210,5741210,1,NA,NA,155,CH,5731870,FA,5741210,NA,NA,NA
CH,annotated-0_51968990-1,5739610,5740210,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,CH,5731870,FA,5741210,NA,NA,NA
CH,annotated-0_51968990-1,5850510,5851510,NA,1,NA,NA,NA,NA,MA,5849300,5850510,2,5846400,5847590,MA,5851510,5853310,1,NA,NA,156,MA,5846400,CH,5853910,NA,NA,NA
CH,annotated-0_51968990-1,5853310,5853910,NA,1,NA,NA,NA,NA,MA,5851510,5853310,1,NA,NA,NA,NA,NA,NA,NA,NA,156,MA,5846400,CH,5853910,NA,NA,NA
CH,annotated-0_51968990-1,5874190,5874790,NA,1,NA,NA,NA,NA,MA,5872180,5873190,3,5868270,5869270,MA,5876030,5877040,1,NA,NA,157,MA,5868270,CH,5903850,NA,NA,NA
CH,annotated-0_51968990-1,5877040,5877640,NA,1,NA,NA,NA,NA,MA,5876030,5877040,1,NA,NA,MA,5878440,5879440,2,5881070,5884130,157,MA,5868270,CH,5903850,NA,NA,NA
CH,annotated-0_51968990-1,5884130,5884740,NA,1,NA,NA,NA,NA,MA,5881070,5884130,2,5878440,5879440,MA,5884740,5885740,2,5887560,5888580,157,MA,5868270,CH,5903850,NA,NA,NA
CH,annotated-0_51968990-1,5888580,5889510,NA,1,NA,NA,NA,NA,MA,5887560,5888580,2,5884740,5885740,MA,5889510,5894480,4,5900850,5901890,157,MA,5868270,CH,5903850,NA,NA,NA
CH,annotated-0_51968990-1,5903100,5903850,NA,1,NA,NA,NA,NA,MA,5900850,5901890,4,5889510,5894480,NA,NA,NA,NA,NA,NA,157,MA,5868270,CH,5903850,NA,NA,NA
CH,annotated-0_51968990-1,6317930,6319010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,6320200,6321560,2,6322630,6323630,158,CH,6317930,FA,6323630,NA,NA,NA
CH,annotated-0_51968990-1,6696580,6697180,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,6696580,6697180
CH,annotated-0_51968990-1,6757700,6758540,NA,1,NA,NA,NA,NA,MA,6756700,6757700,1,NA,NA,MA,6759390,6760390,1,NA,NA,159,MA,6756700,MA,6760390,NA,NA,NA
CH,annotated-0_51968990-1,7036000,7036820,NA,2,NA,NA,7036820,7037590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,7036000,7037590
CH,annotated-0_51968990-1,7036820,7037590,NA,2,7036000,7036820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,7036000,7037590
CH,annotated-0_51968990-1,7042790,7044270,NA,3,NA,NA,7047700,7048330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,7042790,7048330
CH,annotated-0_51968990-1,7046220,7046840,NA,3,7042790,7044270,7047700,7048330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,7042790,7048330
CH,annotated-0_51968990-1,7047700,7048330,NA,3,7042790,7044270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,7042790,7048330
CH,annotated-0_51968990-1,7085620,7086220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,7085620,7086220
CH,annotated-0_51968990-1,7126250,7127470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,7126250,7127470
CH,annotated-0_51968990-1,7138130,7139020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,7138130,7139020
CH,annotated-0_51968990-1,7193250,7193850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,7193250,7193850
CH,annotated-0_51968990-1,7197960,7198560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,7197960,7198560
CH,annotated-0_51968990-1,7203170,7204390,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,7203170,7204390
CH,annotated-0_51968990-1,7207830,7208560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,7207830,7208560
CH,annotated-0_51968990-1,7214630,7215250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,7214630,7215250
CH,annotated-0_51968990-1,7278510,7279190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,7278510,7279190
CH,annotated-0_51968990-1,7289300,7290900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,7292430,7293230,1,NA,NA,160,CH,7289300,CH,7298340,NA,NA,NA
CH,annotated-0_51968990-1,7293230,7293840,NA,1,NA,NA,NA,NA,CX,7292430,7293230,1,NA,NA,CX,7294780,7295770,1,NA,NA,160,CH,7289300,CH,7298340,NA,NA,NA
CH,annotated-0_51968990-1,7295770,7296370,NA,2,NA,NA,7297630,7298340,CX,7294780,7295770,1,NA,NA,NA,NA,NA,NA,NA,NA,160,CH,7289300,CH,7298340,NA,NA,NA
CH,annotated-0_51968990-1,7297630,7298340,NA,2,7295770,7296370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,CH,7289300,CH,7298340,NA,NA,NA
CH,annotated-0_51968990-1,7347830,7349060,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,7347830,7349060
CH,annotated-0_51968990-1,7353600,7354710,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,7353600,7354710
CH,annotated-0_51968990-1,7400910,7402290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,7400910,7402290
CH,annotated-0_51968990-1,7458050,7458890,NA,2,NA,NA,7458890,7460500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,7458050,7460500
CH,annotated-0_51968990-1,7458890,7460500,NA,2,7458050,7458890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,7458050,7460500
CH,annotated-0_51968990-1,7464820,7466050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,7464820,7466050
CH,annotated-0_51968990-1,7468090,7468690,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,7469580,7470380,1,NA,NA,161,CH,7468090,CH,7470980,NA,NA,NA
CH,annotated-0_51968990-1,7470380,7470980,NA,1,NA,NA,NA,NA,CX,7469580,7470380,1,NA,NA,NA,NA,NA,NA,NA,NA,161,CH,7468090,CH,7470980,NA,NA,NA
CH,annotated-0_51968990-1,7474930,7476330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,7474930,7476330
CH,annotated-0_51968990-1,7479040,7480320,NA,2,NA,NA,7480320,7481640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,7479040,7481640
CH,annotated-0_51968990-1,7480320,7481640,NA,2,7479040,7480320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,7479040,7481640
CH,annotated-0_51968990-1,7488610,7489350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,7488610,7489350
CH,annotated-0_51968990-1,7651870,7652590,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,7651870,7652590
CH,annotated-0_51968990-1,7668070,7668830,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,7668070,7668830
CH,annotated-0_51968990-1,7686010,7686640,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,7686010,7686640
CH,annotated-0_51968990-1,7690140,7690760,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,7690140,7690760
CH,annotated-0_51968990-1,7696700,7697750,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,7696700,7697750
CH,annotated-0_51968990-1,7712670,7713270,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,7712670,7713270
CH,annotated-0_51968990-1,7742840,7743440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,7742840,7743440
CH,annotated-0_51968990-1,7754450,7755050,NA,2,NA,NA,7755850,7756450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,7754450,7756450
CH,annotated-0_51968990-1,7755850,7756450,NA,2,7754450,7755050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,7754450,7756450
CH,annotated-0_51968990-1,7771280,7771960,NA,2,NA,NA,7772760,7773370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,7771280,7773370
CH,annotated-0_51968990-1,7772760,7773370,NA,2,7771280,7771960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,7771280,7773370
CH,annotated-0_51968990-1,7788710,7789370,NA,2,NA,NA,7790510,7791320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,7788710,7791320
CH,annotated-0_51968990-1,7790510,7791320,NA,2,7788710,7789370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,7788710,7791320
CH,annotated-0_51968990-1,7793330,7793930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,7793330,7793930
CH,annotated-0_51968990-1,7805660,7806460,NA,2,NA,NA,7807480,7808120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,7805660,7808120
CH,annotated-0_51968990-1,7807480,7808120,NA,2,7805660,7806460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,7805660,7808120
CH,annotated-0_51968990-1,7810280,7810880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,7810280,7810880
CH,annotated-0_51968990-1,7839320,7839930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,7841540,7842340,1,NA,NA,162,CH,7839320,CX,7842340,NA,NA,NA
CH,annotated-0_51968990-1,7839930,7840730,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,CH,7839320,CX,7842340,NA,NA,NA
CH,annotated-0_51968990-1,7862290,7863290,NA,2,NA,NA,7864170,7865130,FA,7860100,7861100,1,NA,NA,NA,NA,NA,NA,NA,NA,163,FA,7860100,CH,7865130,NA,NA,NA
CH,annotated-0_51968990-1,7864170,7865130,NA,2,7862290,7863290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,FA,7860100,CH,7865130,NA,NA,NA
CH,annotated-0_51968990-1,7873550,7874300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,7874300,7875480,1,NA,NA,164,CH,7873550,FA,7875480,NA,NA,NA
CH,annotated-0_51968990-1,7920540,7921970,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,7921970,7924930,1,NA,NA,165,CH,7920540,CH,7933820,NA,NA,NA
CH,annotated-0_51968990-1,7926800,7928280,NA,1,NA,NA,NA,NA,CX,7925740,7926800,1,NA,NA,CX,7929280,7930500,1,NA,NA,165,CH,7920540,CH,7933820,NA,NA,NA
CH,annotated-0_51968990-1,7933220,7933820,NA,1,NA,NA,NA,NA,FA,7931380,7932410,1,NA,NA,NA,NA,NA,NA,NA,NA,165,CH,7920540,CH,7933820,NA,NA,NA
CH,annotated-0_51968990-1,7944270,7944870,NA,1,NA,NA,NA,NA,FA,7941930,7942930,2,7936350,7941130,CX,7946630,7947240,1,NA,NA,166,FA,7936350,CX,7947240,NA,NA,NA
CH,annotated-0_51968990-1,7960070,7960910,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7960070,7960910
CH,annotated-0_51968990-1,7963500,7965020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,7963500,7965020
CH,annotated-0_51968990-1,7969770,7970370,NA,1,NA,NA,NA,NA,CX,7968640,7969770,3,7967200,7968040,CX,7970370,7971330,1,NA,NA,167,CX,7967200,CH,7978900,NA,NA,NA
CH,annotated-0_51968990-1,7975710,7976410,NA,2,NA,NA,7977810,7978900,FA,7974710,7975710,3,7971330,7972400,NA,NA,NA,NA,NA,NA,167,CX,7967200,CH,7978900,NA,NA,NA
CH,annotated-0_51968990-1,7977810,7978900,NA,2,7975710,7976410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,CX,7967200,CH,7978900,NA,NA,NA
CH,annotated-0_51968990-1,7984560,7986390,NA,1,NA,NA,NA,NA,FA,7982510,7983530,1,NA,NA,FA,7986390,7987530,1,NA,NA,168,FA,7982510,FA,7992800,NA,NA,NA
CH,annotated-0_51968990-1,7987530,7988220,NA,2,NA,NA,7988220,7989310,FA,7986390,7987530,1,NA,NA,NA,NA,NA,NA,NA,NA,168,FA,7982510,FA,7992800,NA,NA,NA
CH,annotated-0_51968990-1,7988220,7989310,NA,2,7987530,7988220,NA,NA,NA,NA,NA,NA,NA,NA,FA,7991030,7992800,1,NA,NA,168,FA,7982510,FA,7992800,NA,NA,NA
CH,annotated-0_51968990-1,7989310,7990230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,FA,7982510,FA,7992800,NA,NA,NA
CH,annotated-0_51968990-1,7996550,7997150,NA,1,NA,NA,NA,NA,FA,7995360,7996550,1,NA,NA,FA,7997150,7998710,1,NA,NA,169,FA,7995360,FA,7998710,NA,NA,NA
CH,annotated-0_51968990-1,8003620,8006080,NA,1,NA,NA,NA,NA,FA,8001290,8002790,1,NA,NA,FA,8006080,8009030,1,NA,NA,170,FA,8001290,FA,8009030,NA,NA,NA
CH,annotated-0_51968990-1,8011290,8013880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,8013880,8015200,2,8015200,8016060,171,CH,8011290,CH,8016850,NA,NA,NA
CH,annotated-0_51968990-1,8016060,8016850,NA,1,NA,NA,NA,NA,CX,8015200,8016060,2,8013880,8015200,NA,NA,NA,NA,NA,NA,171,CH,8011290,CH,8016850,NA,NA,NA
CH,annotated-0_51968990-1,8022280,8022880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,8023720,8025330,1,NA,NA,172,CH,8022280,FA,8030530,NA,NA,NA
CH,annotated-0_51968990-1,8026140,8026760,NA,1,NA,NA,NA,NA,CX,8023720,8025330,1,NA,NA,FA,8026760,8027770,3,8029700,8030530,172,CH,8022280,FA,8030530,NA,NA,NA
CH,annotated-0_51968990-1,8034580,8036340,NA,3,NA,NA,8038230,8038840,CX,8033780,8034580,1,NA,NA,NA,NA,NA,NA,NA,NA,173,CX,8033780,FA,8040310,NA,NA,NA
CH,annotated-0_51968990-1,8036340,8037390,NA,3,8034580,8036340,8038230,8038840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,CX,8033780,FA,8040310,NA,NA,NA
CH,annotated-0_51968990-1,8038230,8038840,NA,3,8034580,8036340,NA,NA,NA,NA,NA,NA,NA,NA,FA,8039710,8040310,1,NA,NA,173,CX,8033780,FA,8040310,NA,NA,NA
CH,annotated-0_51968990-1,8042810,8043810,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,8044610,8045210,3,8046010,8046610,174,CH,8042810,CX,8049900,NA,NA,NA
CH,annotated-0_51968990-1,8048450,8049050,NA,1,NA,NA,NA,NA,CX,8046010,8046610,3,8044610,8045210,CX,8049050,8049900,1,NA,NA,174,CH,8042810,CX,8049900,NA,NA,NA
CH,annotated-0_51968990-1,8052930,8053530,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,8053530,8054570,1,NA,NA,175,CH,8052930,CX,8058820,NA,NA,NA
CH,annotated-0_51968990-1,8054570,8055790,NA,2,NA,NA,8055790,8056400,CX,8053530,8054570,1,NA,NA,NA,NA,NA,NA,NA,NA,175,CH,8052930,CX,8058820,NA,NA,NA
CH,annotated-0_51968990-1,8055790,8056400,NA,2,8054570,8055790,NA,NA,NA,NA,NA,NA,NA,NA,CX,8058190,8058820,1,NA,NA,175,CH,8052930,CX,8058820,NA,NA,NA
CH,annotated-0_51968990-1,8067960,8068620,NA,2,NA,NA,8070610,8071890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,CH,8067960,FA,8073290,NA,NA,NA
CH,annotated-0_51968990-1,8070610,8071890,NA,2,8067960,8068620,NA,NA,NA,NA,NA,NA,NA,NA,FA,8072690,8073290,1,NA,NA,176,CH,8067960,FA,8073290,NA,NA,NA
CH,annotated-0_51968990-1,8080910,8081510,NA,2,NA,NA,8083180,8083900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8083180,8083900,NA,2,8080910,8081510,NA,NA,NA,NA,NA,NA,NA,NA,FA,8085620,8087160,2,8087160,8088010,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8088860,8090020,NA,3,NA,NA,8091030,8091970,FA,8087160,8088010,2,8085620,8087160,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8090020,8091030,NA,3,8088860,8090020,8091030,8091970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8091030,8091970,NA,3,8088860,8090020,NA,NA,NA,NA,NA,NA,NA,NA,FA,8093570,8095010,1,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8091970,8092870,NA,2,NA,NA,8092870,8093570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8092870,8093570,NA,2,8091970,8092870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8096830,8097430,NA,1,NA,NA,NA,NA,FA,8093570,8095010,1,NA,NA,NA,NA,NA,NA,NA,NA,177,CH,8080910,CH,8097430,NA,NA,NA
CH,annotated-0_51968990-1,8100820,8102290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,8102290,8103370,1,NA,NA,178,CH,8100820,CH,8106190,NA,NA,NA
CH,annotated-0_51968990-1,8103370,8104010,NA,2,NA,NA,8104810,8106190,FA,8102290,8103370,1,NA,NA,NA,NA,NA,NA,NA,NA,178,CH,8100820,CH,8106190,NA,NA,NA
CH,annotated-0_51968990-1,8104810,8106190,NA,2,8103370,8104010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,CH,8100820,CH,8106190,NA,NA,NA
CH,annotated-0_51968990-1,8111710,8112560,NA,1,NA,NA,NA,NA,FA,8109880,8110880,1,NA,NA,FA,8113590,8114880,1,NA,NA,179,FA,8109880,FA,8114880,NA,NA,NA
