filename,annot.clip,language,age_mo_round,tot.n.tt.cx,tot.n.tt.ma,tot.n.tt.fa,tot.n.tt.all,annot.clip.dur.ms,ttr.cx,ttr.ma,ttr.fa,ttr.all,Clip type
8179.txt,annotated-20123000_20183000-va-3,Tseltal,6,0,0,2,2,60000,0,0,2,2,active
8179.txt,annotated-20981000_21281000-random-6,Tseltal,6,0,1,1,2,300000,0,0.2,0.2,0.4,random
8179.txt,annotated-2316000_2616000-random-2,Tseltal,6,0,0,1,1,300000,0,0,0.2,0.2,random
8179.txt,annotated-26680000_26980000-extension_tt-2,Tseltal,6,11,75,0,86,300000,2.2,15,0,17.2,active
8179.txt,annotated-26980000_27040000-tt-2,Tseltal,6,0,16,0,16,60000,0,16,0,16,active
8179.txt,annotated-27056000_27116000-tt-3,Tseltal,6,0,19,0,19,60000,0,19,0,19,active
8179.txt,annotated-27158000_27218000-tt-4,Tseltal,6,1,34,0,35,60000,1,34,0,35,active
8179.txt,annotated-27350000_27410000-tt-5,Tseltal,6,0,12,0,12,60000,0,12,0,12,active
8179.txt,annotated-28949000_29249000-random-7,Tseltal,6,0,2,0,2,300000,0,0.4,0,0.4,random
8179.txt,annotated-30001000_30301000-random-8,Tseltal,6,1,7,0,8,300000,0.2,1.4,0,1.6,random
8179.txt,annotated-31241000_31541000-random-9,Tseltal,6,0,0,8,8,300000,0,0,1.6,1.6,random
8179.txt,annotated-32886000_32946000-va-4,Tseltal,6,28,0,1,29,60000,28,0,1,29,active
8179.txt,annotated-35890000_35950000-va-5,Tseltal,6,1,0,10,11,60000,1,0,10,11,active
8179.txt,annotated-6396000_6696000-random-3,Tseltal,6,2,0,0,2,300000,0.4,0,0,0.4,random
8179.txt,annotated-8938000_8998000-tt-1,Tseltal,6,3,0,0,3,60000,3,0,0,3,active
8427.txt,annotated-1783000_1933000-random-1,Yélî Dnye,1,0,0,10,10,150000,0,0,4,4,random
8427.txt,annotated-18719000_18869000-random-5,Yélî Dnye,1,0,0,0,0,150000,0,0,0,0,random
8427.txt,annotated-19671000_19731000-va-3,Yélî Dnye,1,0,0,0,0,60000,0,0,0,0,active
8427.txt,annotated-2138000_2198000-tt-1,Yélî Dnye,1,0,0,11,11,60000,0,0,11,11,active
8427.txt,annotated-2201000_2261000-tt-2,Yélî Dnye,1,0,0,5,5,60000,0,0,5,5,active
8427.txt,annotated-22171000_22231000-tt-3,Yélî Dnye,1,0,32,0,32,60000,0,32,0,32,active
8427.txt,annotated-22242000_22302000-tt-4,Yélî Dnye,1,0,26,0,26,60000,0,26,0,26,active
8427.txt,annotated-22360000_22510000-random-6,Yélî Dnye,1,0,23,0,23,150000,0,9.2,0,9.2,random
8427.txt,annotated-2273000_2333000-va-1,Yélî Dnye,1,0,0,6,6,60000,0,0,6,6,active
8427.txt,annotated-23019000_23079000-tt-5,Yélî Dnye,1,0,16,0,16,60000,0,16,0,16,active
8427.txt,annotated-23079000_23379000-ext-tt-5,Yélî Dnye,1,0,40,0,40,300000,0,8,0,8,active
8427.txt,annotated-2333000_2483000-random-2,Yélî Dnye,1,0,0,10,10,150000,0,0,4,4,random
8427.txt,annotated-24215000_24275000-va-4,Yélî Dnye,1,0,0,0,0,60000,0,0,0,0,active
8427.txt,annotated-25898000_26048000-random-7,Yélî Dnye,1,0,0,0,0,150000,0,0,0,0,random
8427.txt,annotated-26324000_26474000-random-8,Yélî Dnye,1,0,0,5,5,150000,0,0,2,2,random
8427.txt,annotated-27044000_27104000-va-5,Yélî Dnye,1,0,0,0,0,60000,0,0,0,0,active
8427.txt,annotated-27708000_27858000-random-9,Yélî Dnye,1,0,0,0,0,150000,0,0,0,0,random
8427.txt,annotated-2780000_2930000-random-3,Yélî Dnye,1,0,0,0,0,150000,0,0,0,0,random
8427.txt,annotated-3354000_3414000-va-2,Yélî Dnye,1,0,0,0,0,60000,0,0,0,0,active
8427.txt,annotated-8136000_8286000-random-4,Yélî Dnye,1,0,0,2,2,150000,0,0,0.8,0.8,random
8787.txt,annotated-14451000_14751000-random-4,Tseltal,11,0,0,0,0,300000,0,0,0,0,random
8787.txt,annotated-14770000_15070000-random-5,Tseltal,11,0,0,26,26,300000,0,0,5.2,5.2,random
8787.txt,annotated-15241000_15301000-va-2,Tseltal,11,0,0,12,12,60000,0,0,12,12,active
8787.txt,annotated-19257000_19557000-random-6,Tseltal,11,2,0,43,45,300000,0.4,0,8.6,9,random
8787.txt,annotated-21812000_21872000-tt-3,Tseltal,11,0,8,3,11,60000,0,8,3,11,active
8787.txt,annotated-24797000_24857000-va-3,Tseltal,11,0,1,4,5,60000,0,1,4,5,active
8787.txt,annotated-24857000_24917000-tt-4,Tseltal,11,0,5,2,7,60000,0,5,2,7,active
8787.txt,annotated-25505000_25805000-random-7,Tseltal,11,5,2,9,16,300000,1,0.4,1.8,3.2,random
8787.txt,annotated-26978000_27278000-random-8,Tseltal,11,0,0,5,5,300000,0,0,1,1,random
8787.txt,annotated-27999000_28059000-va-4,Tseltal,11,0,0,4,4,60000,0,0,4,4,active
8787.txt,annotated-28128000_28188000-tt-5,Tseltal,11,0,0,18,18,60000,0,0,18,18,active
8787.txt,annotated-29369000_29669000-random-9,Tseltal,11,2,0,6,8,300000,0.4,0,1.2,1.6,random
8787.txt,annotated-35024000_35084000-va-5,Tseltal,11,0,0,5,5,60000,0,0,5,5,active
8787.txt,annotated-3816000_4116000-random-1,Tseltal,11,0,0,14,14,300000,0,0,2.8,2.8,random
8787.txt,annotated-4978000_5038000-tt-1,Tseltal,11,0,0,13,13,60000,0,0,13,13,active
8787.txt,annotated-5891000_6191000-random-2,Tseltal,11,0,0,1,1,300000,0,0,0.2,0.2,random
8787.txt,annotated-9032000_9092000-tt-2,Tseltal,11,0,0,28,28,60000,0,0,28,28,active
8787.txt,annotated-9092000_9392000-extension_tt-2,Tseltal,11,0,0,69,69,300000,0,0,13.8,13.8,active
8787.txt,annotated-9492000_9552000-va-1,Tseltal,11,0,0,33,33,60000,0,0,33,33,active
9732.txt,annotated-10705000_10855000-random-5,Yélî Dnye,4.5,0,0,0,0,150000,0,0,0,0,random
9732.txt,annotated-1114000_1264000-random-1,Yélî Dnye,4.5,0,0,1,1,150000,0,0,0.4,0.4,random
9732.txt,annotated-11248000_11308000-va-4,Yélî Dnye,4.5,0,0,13,13,60000,0,0,13,13,active
9732.txt,annotated-12160000_12323000-ext-tt-2,Yélî Dnye,4.5,0,0,17,17,163000,0,0,6.257668711656441,6.257668711656441,active
9732.txt,annotated-12323000_12383000-tt-2,Yélî Dnye,4.5,0,0,5,5,60000,0,0,5,5,active
9732.txt,annotated-12383000_12520000-ext-tt-2,Yélî Dnye,4.5,0,0,10,10,137000,0,0,4.37956204379562,4.37956204379562,active
9732.txt,annotated-13782000_13842000-tt-3,Yélî Dnye,4.5,0,0,1,1,60000,0,0,1,1,active
9732.txt,annotated-17197000_17347000-random-6,Yélî Dnye,4.5,0,0,0,0,150000,0,0,0,0,random
9732.txt,annotated-20507000_20657000-random-7,Yélî Dnye,4.5,1,0,0,1,150000,0.4,0,0,0.4,random
9732.txt,annotated-21518000_21578000-tt-4,Yélî Dnye,4.5,0,0,26,26,60000,0,0,26,26,active
9732.txt,annotated-22915000_22975000-tt-5,Yélî Dnye,4.5,0,29,0,29,60000,0,29,0,29,active
9732.txt,annotated-23178000_23238000-va-5,Yélî Dnye,4.5,0,1,21,22,60000,0,1,21,22,active
9732.txt,annotated-23376000_23526000-random-8,Yélî Dnye,4.5,0,5,0,5,150000,0,2,0,2,random
9732.txt,annotated-25333000_25483000-random-9,Yélî Dnye,4.5,0,0,0,0,150000,0,0,0,0,random
9732.txt,annotated-2979000_3039000-va-1,Yélî Dnye,4.5,0,0,6,6,60000,0,0,6,6,active
9732.txt,annotated-4270000_4330000-tt-1,Yélî Dnye,4.5,0,2,0,2,60000,0,2,0,2,active
9732.txt,annotated-4696000_4846000-random-2,Yélî Dnye,4.5,0,0,15,15,150000,0,0,6,6,random
9732.txt,annotated-5128000_5188000-va-2,Yélî Dnye,4.5,0,0,12,12,60000,0,0,12,12,active
9732.txt,annotated-7756000_7816000-va-3,Yélî Dnye,4.5,0,0,16,16,60000,0,0,16,16,active
